GeneID	geneSymbol	gene	seqnames	start	end	width	strand	L	area	beta	stat	pval	qval	index.start	index.end	index.width	direction	difference	ICU11	ICU12	ICU20	ICU26	NON05	NON12	NON22	NON23	NON25	NON27	NON28
ENSG00000141622	ARK2C	arkadia (RNF111) C-terminal like ring finger ubiquitin ligase 2C	chr18	46326159	46326385	227	*	10	6.535818102	-2.102169011	-11.92617564	0.000224531	0.048665148	1173410	1173419	10	Hypomethylated	-67	0.970850464	0.969357741	0.907738478	0.942336954	0.12715424	0.269265485	0.385361274	0.303825945	0.45220825	0.339483029	0.09968414
ENSG00000141750	STAC2	SH3 and cysteine rich domain 2	chr17	39213036	39213255	220	*	11	5.922137757	-1.490749466	-9.045138825	0.000898124	0.048665148	1107023	1107033	11	Hypomethylated	-47	0.885167511	0.87547292	0.908603201	0.900593012	0.374379108	0.51208878	0.486187391	0.477946285	0.563705429	0.616683971	0.128560174
ENSG00000141905	NFIC	nuclear factor I C	chr19	3375299	3375576	278	*	8	4.23171852	-1.85649513	-12.15646541	0.000183707	0.048665148	1207144	1207151	8	Hypomethylated	-59	0.827293079	0.778748874	0.841047881	0.807746748	0.624877154	0.436784028	0.529660991	0.496824114	0.638112265	0.499123857	0.373350758
ENSG00000141905.1	NFIC.1	nuclear factor I C	chr19	3403682	3405117	1436	*	35	19.99056918	-1.221046859	-8.456973733	0.001061419	0.048665148	1207204	1207238	35	Hypomethylated	-39	0.714659029	0.847144815	0.782561553	0.838987033	0.24168891	0.401993816	0.302039636	0.304601441	0.353680693	0.438952569	0.062449813
ENSG00000142609	CFAP74	cilia and flagella associated protein 74	chr1	1968906	1970632	1727	*	7	3.395524428	-2.03646656	-10.91607013	0.000347003	0.048665148	6483	6489	7	Hypomethylated	-65	0.916809124	0.920636322	0.912445033	0.839409041	0.645190663	0.764339142	0.687597043	0.708986695	0.697578194	0.733683727	0.53022254
ENSG00000142611	PRDM16	PR/SET domain 16	chr1	3109578	3109699	122	*	6	2.305859042	-1.240970994	-8.019819456	0.001347186	0.049535451	10792	10797	6	Hypomethylated	-40	0.733084875	0.941663681	0.931891931	0.887332614	0.624544702	0.610002932	0.500149091	0.61255143	0.678780425	0.638611153	0.526971921
ENSG00000142611.1	PRDM16.1	PR/SET domain 16	chr1	3240946	3241340	395	*	16	5.193732206	-1.057202742	-8.422889985	0.001081831	0.048665148	11261	11276	16	Hypomethylated	-34	0.949461351	0.972138604	0.962639504	0.959862405	0.724346041	0.726542932	0.797814708	0.801432956	0.799301638	0.786873605	0.704825861
ENSG00000142611.2	PRDM16.2	PR/SET domain 16	chr1	3267608	3268427	820	*	12	5.607667352	-2.122181405	-13.98042908	8.16E-05	0.036728413	11346	11357	12	Hypomethylated	-68	0.966124696	0.944241448	0.980864181	0.839592682	0.579122345	0.503752049	0.717371353	0.580760911	0.590604355	0.872963972	0.418677077
ENSG00000142627	EPHA2	EPH receptor A2	chr1	16144835	16146540	1706	*	7	4.57938635	-1.579682107	-8.650875694	0.001000184	0.048665148	27648	27654	7	Hypomethylated	-50	0.909871517	0.911171559	0.924856217	0.81095632	0.243679833	0.303556688	0.294159419	0.400139999	0.412462449	0.517237194	0.057238629
ENSG00000142798	HSPG2	heparan sulfate proteoglycan 2	chr1	21915027	21915122	96	*	5	4.218258226	-2.837020728	-19.08798831	2.04E-05	0.036728413	33885	33889	5	Hypomethylated	-90	0.828941852	0.760307718	0.742126607	0.812966726	0.283294692	0.25834154	0.542165133	0.493179858	0.521692896	0.439309784	0.323039018
ENSG00000143126	CELSR2	cadherin EGF LAG seven-pass G-type receptor 2	chr1	109255135	109255301	167	*	6	3.165286012	-1.270604947	-10.15758529	0.000571534	0.048665148	76077	76082	6	Hypomethylated	-40	0.995671154	0.96934891	0.945590884	0.990212634	0.642085196	0.870019244	0.936135777	0.908898989	0.814943061	0.924209324	0.651112975
ENSG00000143494	VASH2	vasohibin 2	chr1	212981234	212982460	1227	*	12	7.577808932	-1.538128947	-8.786037509	0.001000184	0.048665148	110180	110191	12	Hypomethylated	-49	0.933176513	0.892971281	0.871955457	0.850480805	0.16464262	0.41910905	0.312434323	0.418149429	0.428543686	0.488683437	0.117043793
ENSG00000143819	EPHX1	epoxide hydrolase 1	chr1	225815849	225817875	2027	*	12	6.84231755	-1.561485654	-9.51015678	0.000734829	0.048665148	113902	113913	12	Hypomethylated	-50	0.839231452	0.85654227	0.74244636	0.856500369	0.412758377	0.529649482	0.42426792	0.344078461	0.481957377	0.735641362	0.269417576
ENSG00000143867	OSR1	odd-skipped related transcription factor 1	chr2	19350551	19352101	1551	*	52	17.40098561	0.836335638	8.663408858	0.001000184	0.048665148	136244	136295	52	Hypermethylated	27	0.115343597	0.063030649	0.066800258	0.165055956	0.594547972	0.305687518	0.664735877	0.504644663	0.605579513	0.13549585	0.585745614
ENSG00000144354	CDCA7	cell division cycle associated 7	chr2	173449193	173449305	113	*	5	2.34234708	-1.963739271	-10.51433743	0.000449062	0.048665148	191792	191796	5	Hypomethylated	-63	0.868927482	0.812721408	0.908958188	0.810264518	0.197343647	0.233191597	0.664513926	0.636780481	0.602857055	0.196117248	0.590869672
ENSG00000144476	ACKR3	atypical chemokine receptor 3	chr2	236776882	236777179	298	*	5	3.317629657	-1.543017615	-8.049623921	0.001347186	0.049535451	215879	215883	5	Hypomethylated	-49	0.87982673	0.841560655	0.798673156	0.811792047	0.432674927	0.568329332	0.461544498	0.401592825	0.37923545	0.530894446	0.207900714
ENSG00000144711	IQSEC1	IQ motif and Sec7 domain ArfGEF 1	chr3	12944475	12944666	192	*	10	5.255192538	-1.688774732	-8.552359398	0.001020596	0.048665148	228028	228037	10	Hypomethylated	-54	0.963999912	0.956026442	0.942126939	0.919432233	0.603468615	0.720325521	0.704750109	0.714441419	0.695994345	0.61726026	0.473808648
ENSG00000145214	DGKQ	diacylglycerol kinase theta	chr4	961425	962806	1382	*	18	8.730612875	-1.86044825	-8.194595201	0.001245127	0.049321012	290368	290385	18	Hypomethylated	-59	0.976544691	0.944873332	0.912612442	0.951170222	0.50299946	0.555075268	0.612344229	0.660820944	0.609964389	0.807073264	0.533650034
ENSG00000145283	SLC10A6	solute carrier family 10 member 6	chr4	86848795	86849629	835	*	8	4.540988668	-1.972418108	-17.32735922	2.04E-05	0.036728413	322177	322184	8	Hypomethylated	-63	0.911522629	0.944416574	0.887509828	0.93786492	0.404959112	0.510932369	0.36064799	0.379789779	0.44531586	0.595898467	0.220034089
ENSG00000145439	CBR4	carbonyl reductase 4	chr4	169070250	169070993	744	*	6	4.479729111	-1.726312053	-9.221746086	0.000816476	0.048665148	337912	337917	6	Hypomethylated	-55	0.94996057	0.951770552	0.991343438	0.96673328	0.459586788	0.764871527	0.561290997	0.600746575	0.670582162	0.855828944	0.46042839
ENSG00000146192	FGD2	"FYVE, RhoGEF and PH domain containing 2"	chr6	36998426	36999054	629	*	5	3.579845792	-1.842064152	-8.018550778	0.001347186	0.049535451	432466	432470	5	Hypomethylated	-59	0.363754118	0.74012039	0.310372174	0.603244947	0.36408204	0.363771107	0.298201031	0.267156958	0.329069952	0.256758282	0.146056653
ENSG00000147454	SLC25A37	solute carrier family 25 member 37	chr8	23490133	23490276	144	*	5	2.619422011	-1.235505512	-8.552258576	0.001020596	0.048665148	564635	564639	5	Hypomethylated	-39	0.775054853	0.842627982	0.980215093	0.910072141	0.12430586	0.596152095	0.398786898	0.342374079	0.425066249	0.590274237	0.121975661
ENSG00000148344	PTGES	prostaglandin E synthase	chr9	129751814	129752727	914	*	22	13.61929907	-1.500233714	-10.99213355	0.000347003	0.048665148	653160	653181	22	Hypomethylated	-48	0.760940762	0.823162229	0.821795711	0.66428901	0.162112319	0.443409049	0.269475924	0.26987328	0.243756482	0.343859442	0.111089044
ENSG00000149499	EML3	EMAP like 3	chr11	62602860	62603242	383	*	20	10.2071209	-1.642020689	-9.263525212	0.000816476	0.048665148	772130	772149	20	Hypomethylated	-52	0.648237319	0.771995313	0.882304237	0.828399755	0.008210689	0.208552325	0.213834596	0.199287803	0.294845632	0.411292873	0.050896848
ENSG00000149527	PLCH2	phospholipase C eta 2	chr1	2427401	2428948	1548	*	27	15.1877871	-1.408640506	-8.019824176	0.001347186	0.049535451	8436	8462	27	Hypomethylated	-45	0.931227888	0.941603559	0.926347396	0.889291308	0.283069951	0.476926117	0.339189697	0.377161504	0.487322161	0.5701487	0.123035646
ENSG00000149527.1	PLCH2.1	phospholipase C eta 2	chr1	2443920	2444329	410	*	35	6.063884965	1.030961793	10.54944698	0.000449062	0.048665148	8550	8584	35	Hypermethylated	33	0.098737722	0.097047473	0.122545954	0.179010732	0.436709648	0.486331574	0.468323891	0.445656932	0.465217246	0.127000444	0.435686815
ENSG00000149716	LTO1	LTO1 maturation factor of ABCE1	chr11	69654659	69655008	350	*	12	7.656823237	-1.629599801	-11.18950333	0.000285767	0.048665148	786677	786688	12	Hypomethylated	-52	0.8995999	0.892214313	0.947150056	0.83747976	0.357765884	0.499346735	0.312898713	0.342742939	0.412411679	0.63246585	0.1839878
ENSG00000151532	VTI1A	vesicle transport through interaction with t-SNAREs 1A	chr10	112811608	112811836	229	*	6	4.087421297	-1.731774843	-10.18224907	0.000571534	0.048665148	723093	723098	6	Hypomethylated	-55	0.755608365	0.877463575	0.776733193	0.823080647	0.477715251	0.512536815	0.543862309	0.495432129	0.55731925	0.694201357	0.378789313
ENSG00000152767	FARP1	"FERM, ARH/RhoGEF and pleckstrin domain protein 1"	chr13	98395009	98395115	107	*	6	3.546473269	-2.034237297	-10.20286419	0.000571534	0.048665148	898817	898822	6	Hypomethylated	-65	0.982728853	0.99720848	0.914063804	0.956882849	0.801079152	0.909621465	0.843691103	0.779565673	0.823063965	0.768296176	0.691569978
ENSG00000153815	CMIP	c-Maf inducing protein	chr16	81612351	81612752	402	*	9	6.006818618	-1.598442002	-10.07312159	0.000591945	0.048665148	1055295	1055303	9	Hypomethylated	-51	0.9178362	0.977923567	0.828414083	0.890158502	0.261855255	0.572451576	0.435877092	0.319708334	0.418211969	0.38869028	0.17254855
ENSG00000154229	PRKCA	protein kinase C alpha	chr17	66675792	66676223	432	*	13	7.938498235	-1.95491345	-9.206451744	0.000816476	0.048665148	1131602	1131614	13	Hypomethylated	-62	0.921204714	0.944625293	0.946063111	0.944199975	0.438940356	0.592599187	0.608368652	0.541705186	0.636367787	0.623765885	0.296639667
ENSG00000154252	GAL3ST2	galactose-3-O-sulfotransferase 2	chr2	241770804	241771493	690	*	23	13.89780458	-1.462408726	-8.792070025	0.001000184	0.048665148	222860	222882	23	Hypomethylated	-47	0.708103252	0.919550415	0.856216797	0.814764665	0.324928504	0.426093383	0.326155854	0.223608744	0.275771386	0.655594554	0.150623552
ENSG00000154319	FAM167A	family with sequence similarity 167 member A	chr8	11465942	11466091	150	*	8	2.886793014	-1.347606948	-10.53976413	0.000449062	0.048665148	558161	558168	8	Hypomethylated	-43	0.242014923	0.151583274	0.193003302	0.205490848	0.075346629	0.090292362	0.111002856	0.105667243	0.115116695	0.123563808	0.048648056
ENSG00000155090	KLF10	KLF transcription factor 10	chr8	102617304	102617353	50	*	5	2.156295868	-2.008047336	-11.04362865	0.000347003	0.048665148	589401	589405	5	Hypomethylated	-64	0.889452109	0.940676029	0.945518611	0.868506727	0.744932619	0.599103482	0.732411335	0.795445626	0.719781137	0.855006541	0.440250219
ENSG00000155093	PTPRN2	protein tyrosine phosphatase receptor type N2	chr7	158000626	158001894	1269	*	14	8.969882681	-1.515588327	-10.48528581	0.000449062	0.048665148	550498	550511	14	Hypomethylated	-48	0.812592016	0.935532087	0.875341692	0.843676863	0.230836187	0.446057493	0.471440466	0.40811076	0.484249878	0.512384504	0.171862301
ENSG00000155093.1	PTPRN2.1	protein tyrosine phosphatase receptor type N2	chr7	158016246	158016330	85	*	6	4.239015364	-2.225478783	-10.66315967	0.000408238	0.048665148	550517	550522	6	Hypomethylated	-71	0.967507661	0.982755414	0.992684957	0.919251094	0.120900313	0.244424924	0.225139296	0.31207587	0.277477056	0.850612896	0.08297218
ENSG00000156206	CFAP161	cilia and flagella associated protein 161	chr15	81118641	81118682	42	*	8	1.732751927	1.148401171	8.936429663	0.000938948	0.048665148	986919	986926	8	Hypermethylated	37	0.227977864	0.194331153	0.068972404	0.274752501	0.272005761	0.244904161	0.2759923	0.214114374	0.054309626	0.167075899	0.314567903
ENSG00000157510	AFAP1L1	actin filament associated protein 1 like 1	chr5	149299018	149299537	520	*	11	4.530742876	1.186639431	8.857927345	0.000979772	0.048665148	390058	390068	11	Hypermethylated	38	0.107996421	0.043591607	0.030640715	0.096850115	0.711913738	0.696358905	0.704850351	0.63346305	0.575758346	0.182140858	0.611941171
ENSG00000157654	PALM2AKAP2	PALM2 and AKAP2 fusion	chr9	109532800	109533048	249	*	8	4.428940424	-1.648548056	-8.784705533	0.001000184	0.048665148	638591	638598	8	Hypomethylated	-52	0.96258673	0.683822938	0.962160303	0.918241989	0.521292877	0.355575421	0.339090289	0.399370192	0.585935175	0.617978772	0.198632104
ENSG00000157881	PANK4	pantothenate kinase 4 (inactive)	chr1	2523372	2523869	498	*	16	4.207112812	-1.088004728	-9.719294412	0.000653181	0.048665148	8871	8886	16	Hypomethylated	-35	0.938782676	0.8886855	0.79687815	0.792094521	0.435860306	0.533863226	0.534722931	0.538560737	0.500077926	0.792716849	0.567796714
ENSG00000157978	LDLRAP1	low density lipoprotein receptor adaptor protein 1	chr1	25568398	25570577	2180	*	14	8.900165828	-1.465546143	-8.25105039	0.001204303	0.049321012	37883	37896	14	Hypomethylated	-47	0.880460039	0.907212066	0.842674492	0.891566168	0.107733684	0.395108705	0.308971457	0.320163698	0.351658369	0.696336331	0.131297199
ENSG00000158321	AUTS2	activator of transcription and developmental regulator AUTS2	chr7	69646814	69647004	191	*	5	0.952932345	-1.313320198	-8.421953995	0.001081831	0.048665148	509664	509668	5	Hypomethylated	-42	0.999986076	0.808081013	0.998810207	0.896312383	1	0.805209957	0.74494023	0.37287351	0.131016836	0.790509418	0.84865404
ENSG00000158321.1	AUTS2.1	activator of transcription and developmental regulator AUTS2	chr7	70068374	70068479	106	*	5	3.99793246	-2.110665727	-15.64319303	4.08E-05	0.036728413	509696	509700	5	Hypomethylated	-67	0.961903947	0.95739377	0.904395997	0.939991642	0.662081536	0.815978857	0.772008207	0.651420229	0.698020508	0.808320025	0.456914752
ENSG00000158480	SPATA2	spermatogenesis associated 2	chr20	49916348	49916543	196	*	5	2.197687203	-2.104186494	-8.706678383	0.001000184	0.048665148	1319084	1319088	5	Hypomethylated	-67	0.060797435	0.119292578	0.182297218	0.053835095	0.027440994	0.012312539	0.04455216	0.043532312	0.042093228	0.007294106	0.011445669
ENSG00000159314	ARHGAP27	Rho GTPase activating protein 27	chr17	45429557	45430173	617	*	32	13.9755191	-1.191459082	-11.5465801	0.000265355	0.048665148	1116123	1116154	32	Hypomethylated	-38	0.81072619	0.851551171	0.870039783	0.823327418	0.207369082	0.486469889	0.382119625	0.472894604	0.395640903	0.608956081	0.240566817
ENSG00000159692	CTBP1	C-terminal binding protein 1	chr4	1231816	1231905	90	*	5	2.601246829	-2.246147814	-12.13115242	0.000183707	0.048665148	291563	291567	5	Hypomethylated	-71	0.965377185	0.938145951	0.96850236	0.909200974	0.391220768	0.745044752	0.495308894	0.411681489	0.649992136	0.729767603	0.32001232
ENSG00000159784	FAM131B	family with sequence similarity 131 member B	chr7	143361202	143361500	299	*	5	0.771163474	-1.349850362	-8.560366702	0.001020596	0.048665148	538166	538170	5	Hypomethylated	-43	0.747386062	0.77782363	0.780296216	0.746501633	0.3053947	0.389271339	0.380375419	0.405293042	0.356796856	0.36865252	0.230777998
ENSG00000160255	ITGB2	integrin subunit beta 2	chr21	44888418	44888935	518	*	11	3.87852453	-1.771097075	-9.441851885	0.000755241	0.048665148	1351392	1351402	11	Hypomethylated	-56	0.969000913	0.96938035	0.888517594	0.952946753	0.325451217	0.689674127	0.814918147	0.660947542	0.759294485	0.642175117	0.769683469
ENSG00000160999	SH2B2	SH2B adaptor protein 2	chr7	102301054	102301179	126	*	10	3.074295534	-1.940060292	-9.033501427	0.000898124	0.048665148	525498	525507	10	Hypomethylated	-62	0.797087565	0.800179491	0.828494942	0.840707866	0.680066774	0.67207514	0.794098442	0.701359285	0.738657733	0.818678919	0.412518239
ENSG00000162104	ADCY9	adenylate cyclase 9	chr16	4018373	4018504	132	*	5	3.889804634	-2.503038479	-9.087825609	0.0008573	0.048665148	1015060	1015064	5	Hypomethylated	-80	0.902352073	0.89371376	0.883170048	0.900815604	0.263702522	0.57008521	0.618408597	0.602245475	0.596350404	0.733280624	0.423440429
ENSG00000162367	TAL1	"TAL bHLH transcription factor 1, erythroid differentiation factor"	chr1	47228751	47230900	2150	*	24	3.006120149	0.780138434	8.013995635	0.001347186	0.049535451	58787	58810	24	Hypermethylated	25	0.035834495	0.081851533	0.131377142	0.105867485	0.367899515	0.318209954	0.245455352	0.262053207	0.278931853	0.122258191	0.352613529
ENSG00000162522	NHSL3	NHS like 3	chr1	32765752	32766161	410	*	11	6.248373533	-1.614210842	-8.267179724	0.001204303	0.049321012	46160	46170	11	Hypomethylated	-51	0.990310796	0.977274011	0.932137027	0.917935567	0.432269861	0.545645576	0.531766645	0.544207544	0.431262175	0.9392661	0.332052924
ENSG00000162591	MEGF6	multiple EGF like domains 6	chr1	3553621	3554408	788	*	9	6.470508772	-1.65338294	-8.528137452	0.001020596	0.048665148	12481	12489	9	Hypomethylated	-53	0.904704272	0.981876813	0.972262151	0.864523112	0.421830519	0.640320911	0.668675541	0.658759398	0.78715976	0.418842006	0.441808445
ENSG00000162599	NFIA	nuclear factor I A	chr1	61184055	61184301	247	*	6	4.71502085	-1.952785085	-17.24524685	2.04E-05	0.036728413	65188	65193	6	Hypomethylated	-62	0.999994173	0.95509236	0.979114288	0.897467095	0.014255117	0.322520308	0.223567355	0.075524386	0.1917928	0.334133979	0.081694894
ENSG00000162669	HFM1	helicase for meiosis 1	chr1	91226746	91227078	333	*	5	2.623359153	-1.401014236	-8.177251525	0.001245127	0.049321012	72066	72070	5	Hypomethylated	-45	0.939967552	0.967718283	0.959051189	0.945380933	0.616180319	0.821431524	0.670012915	0.752163147	0.719875735	0.929158531	0.52809243
ENSG00000162676	GFI1	growth factor independent 1 transcriptional repressor	chr1	92480769	92481253	485	*	27	19.85331046	-1.98281444	-14.28472027	8.16E-05	0.036728413	72484	72510	27	Hypomethylated	-63	0.930938616	0.91581311	0.761327558	0.954689463	0.283150688	0.163886928	0.281004828	0.368339651	0.374704476	0.317509075	0.099171872
ENSG00000162882	HAAO	"3-hydroxyanthranilate 3,4-dioxygenase"	chr2	42854184	42854661	478	*	12	6.698373766	-1.531381859	-11.53413393	0.000265355	0.048665148	147579	147590	12	Hypomethylated	-49	0.875061455	0.836506162	0.833424048	0.798270172	0.329472349	0.549429822	0.466634436	0.538571692	0.529364376	0.608119146	0.347997135
ENSG00000163013	FBXO41	F-box protein 41	chr2	73268938	73269202	265	*	30	18.56093871	-1.507015236	-8.687387207	0.001000184	0.048665148	160041	160070	30	Hypomethylated	-48	0.410923569	0.378959545	0.434648923	0.740659208	0.295491893	0.349052521	0.161205562	0.306461375	0.210179598	0.15525031	0.043553926
ENSG00000163083	INHBB	inhibin subunit beta B	chr2	120312662	120313935	1274	*	15	8.875999343	-1.748919904	-15.97739183	4.08E-05	0.036728413	177703	177717	15	Hypomethylated	-56	0.874832032	0.792946145	0.797981445	0.771265107	0.136867601	0.130454377	0.243514565	0.231395017	0.196884867	0.425678801	0.151905653
ENSG00000163394	CCKAR	cholecystokinin A receptor	chr4	26500737	26500938	202	*	5	2.508724569	-1.364826229	-8.147459483	0.001265539	0.049321012	309035	309039	5	Hypomethylated	-43	0.900548009	0.862909044	0.871193235	0.857347697	0.382834236	0.769474887	0.693203361	0.673838036	0.684920171	0.837032193	0.523156736
ENSG00000163435	ELF3	E74 like ETS transcription factor 3	chr1	202012937	202014014	1078	*	14	7.169910459	-1.361723361	-9.363634002	0.000796065	0.048665148	103900	103913	14	Hypomethylated	-43	0.89455846	0.818532867	0.837350518	0.804305457	0.250886958	0.522972877	0.297030932	0.308108341	0.367313285	0.575894854	0.050682275
ENSG00000163959	SLC51A	solute carrier family 51 subunit alpha	chr3	196216403	196216720	318	*	13	6.835491236	-1.558799427	-8.6801516	0.001000184	0.048665148	286459	286471	13	Hypomethylated	-50	0.606924238	0.300710794	0.300896791	0.406896698	0.057316777	0.115143984	0.173968148	0.056838675	0.195324091	0.099491606	0.081380932
ENSG00000163964	PIGX	phosphatidylinositol glycan anchor biosynthesis class X	chr3	196672745	196672890	146	*	5	3.424359795	-2.19721401	-8.387213134	0.001081831	0.048665148	287044	287048	5	Hypomethylated	-70	0.692765727	0.593719196	0.567132886	0.707847834	0.491037931	0.579956628	0.604014475	0.54790176	0.574209918	0.563744202	0.375735406
ENSG00000164309	CMYA5	cardiomyopathy associated 5	chr5	79689231	79690035	805	*	45	23.34156416	-1.338932979	-12.86870447	0.00010206	0.036728413	370220	370264	45	Hypomethylated	-43	0.999999346	0.946810208	0.99392126	0.996652864	0.189324499	0.616521146	0.999023457	0.805061545	0.583973937	0.993558668	0.619842701
ENSG00000164488	DACT2	dishevelled binding antagonist of beta catenin 2	chr6	168377011	168377188	178	*	8	4.750169307	-1.500493903	-11.80655548	0.000244943	0.048665148	471338	471345	8	Hypomethylated	-48	0.841045446	0.93526422	0.946780748	0.829418368	0.369000355	0.61021111	0.471092616	0.459563388	0.546079227	0.722363902	0.342397255
ENSG00000164663	USP49	ubiquitin specific peptidase 49	chr6	41843588	41843814	227	*	5	3.934609967	-2.047499003	-8.633357797	0.001000184	0.048665148	435450	435454	5	Hypomethylated	-65	0.97745194	0.96622581	0.999641039	0.975725443	0.262908385	0.13191492	0.332489477	0.328086774	0.23522628	0.715088632	0.202731511
ENSG00000164828	SUN1	Sad1 and UNC84 domain containing 1	chr7	801445	802546	1102	*	12	6.800234145	-1.705981322	-9.157302801	0.000836888	0.048665148	476749	476760	12	Hypomethylated	-54	0.974568935	0.986354941	0.816117187	0.934699107	0.649549941	0.655462421	0.492325292	0.667604284	0.530513684	0.634604752	0.425545052
ENSG00000164877	MICALL2	MICAL like 2	chr7	1452434	1454054	1621	*	14	7.371854086	-1.62552877	-8.054906602	0.001326774	0.049535451	479871	479884	14	Hypomethylated	-52	0.956247195	0.95984256	0.934777271	0.948531818	0.481730377	0.465290407	0.563422578	0.461850489	0.521117664	0.638047758	0.331802962
ENSG00000165060	FXN	frataxin	chr9	69120425	69120502	78	*	6	3.332388076	-1.541714511	-8.286796667	0.001183891	0.049321012	623161	623166	6	Hypomethylated	-49	0.001411973	0.046559654	0.024791671	0.020177347	0.058317318	0.029805959	0.046234222	0.016989604	0.059595666	0.003958673	0.023953415
ENSG00000165424	ZCCHC24	zinc finger CCHC-type containing 24	chr10	79452450	79452692	243	*	6	3.239921338	-1.898936484	-9.721006687	0.000653181	0.048665148	707022	707027	6	Hypomethylated	-60	0.666120183	0.596557883	0.862215447	0.696293328	0.138101627	0.52196442	0.390735991	0.305630431	0.329286895	0.491725043	0.194719576
ENSG00000165475	CRYL1	crystallin lambda 1	chr13	20420100	20420247	148	*	6	4.645215065	-2.824014614	-31.29670261	2.04E-05	0.036728413	879442	879447	6	Hypomethylated	-90	0.944144414	0.961532318	0.911110164	0.889852641	0.556872903	0.643470861	0.676981406	0.509666511	0.703026293	0.566688406	0.323780906
ENSG00000166183	ASPG	asparaginase	chr14	104108054	104108774	721	*	18	11.52648633	-1.76922303	-11.90172326	0.000224531	0.048665148	948910	948927	18	Hypomethylated	-56	0.831520056	0.663809127	0.728970783	0.809417764	0.239984042	0.504128876	0.308061204	0.354287537	0.306310426	0.45969345	0.149474231
ENSG00000166341	DCHS1	dachsous cadherin-related 1	chr11	6630322	6630847	526	*	28	18.71635051	-1.976575307	-9.006298082	0.000898124	0.048665148	751936	751963	28	Hypomethylated	-63	0.986795719	0.971414357	0.939652979	0.954285206	0.478209099	0.523546222	0.541576592	0.553906048	0.339764359	0.743064871	0.120970279
ENSG00000166483	WEE1	WEE1 G2 checkpoint kinase	chr11	9572233	9572360	128	*	5	3.219979277	-2.040413266	-11.11293963	0.000306179	0.048665148	753399	753403	5	Hypomethylated	-65	0.9983692	0.830198467	0.683656861	0.775900868	0.006215461	0.105881979	0.207705214	0.205440805	0.179904014	0.238795456	0.053301825
ENSG00000167100	SAMD14	sterile alpha motif domain containing 14	chr17	50112876	50113062	187	*	11	4.771820939	-1.239996154	-10.13185183	0.000591945	0.048665148	1122252	1122262	11	Hypomethylated	-39	0.880058692	0.794603746	0.570820033	0.945342082	0.369217143	0.404021434	0.477739757	0.520697089	0.379505345	0.635518321	0.287235328
ENSG00000167460	TPM4	tropomyosin 4	chr19	16088450	16088998	549	*	10	6.033080312	-1.916317665	-12.99504358	0.00010206	0.036728413	1234318	1234327	10	Hypomethylated	-61	0.8574335	0.628226094	0.798226162	0.720178969	0.187474599	0.134827327	0.27320878	0.239895087	0.331825072	0.519471075	0.119948081
ENSG00000167693	NXN	nucleoredoxin	chr17	850973	851447	475	*	8	6.246253729	-2.013660668	-12.03977977	0.000204119	0.048665148	1072002	1072009	8	Hypomethylated	-64	0.923894088	0.931703736	0.955346542	0.895680989	0.614377679	0.78348466	0.682498193	0.752013403	0.682285234	0.683488811	0.546976185
ENSG00000167889	MGAT5B	"alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B"	chr17	76943933	76944686	754	*	18	5.534498701	-1.079291808	-8.163420877	0.001265539	0.049321012	1141469	1141486	18	Hypomethylated	-34	0.909029179	0.888398706	0.862492004	0.854772475	0.487743049	0.542124754	0.631766457	0.555428875	0.57177471	0.83292265	0.358437383
ENSG00000167895	TMC8	transmembrane channel like 8	chr17	78139611	78140238	628	*	7	1.789846309	-1.4496402	-8.330359178	0.001122655	0.048939664	1143178	1143184	7	Hypomethylated	-46	0.549768077	0.786578941	0.604096799	0.635600076	0.165020475	0.235850718	0.308240583	0.369439184	0.251424267	0.396737662	0.234347858
ENSG00000168070	MAJIN	membrane anchored junction protein	chr11	64971016	64971149	134	*	5	2.786783307	-2.295994328	-8.966077893	0.000918536	0.048665148	776949	776953	5	Hypomethylated	-73	0.475268872	0.850024402	0.480241568	0.525513054	0.206017595	0.27481532	0.309156428	0.307297658	0.323458759	0.477762042	0.356214719
ENSG00000168754	FAM178B	family with sequence similarity 178 member B	chr2	96927582	96927997	416	*	5	3.633119685	-1.792472018	-8.751742161	0.001000184	0.048665148	168327	168331	5	Hypomethylated	-57	0.889892338	0.831461719	0.883133224	0.899269493	0.337678499	0.44729715	0.448599127	0.451840678	0.439900879	0.790039006	0.25716419
ENSG00000168993	CPLX1	complexin 1	chr4	784922	785333	412	*	35	3.522473746	0.619943188	8.053258644	0.001326774	0.049535451	289810	289844	35	Hypermethylated	20	0.202691287	0.495580574	0.331406753	0.335985083	0.644945434	0.519606451	0.353063859	0.362206872	0.413000749	0.543480866	0.464339723
ENSG00000169045	HNRNPH1	heterogeneous nuclear ribonucleoprotein H1	chr5	179639564	179639890	327	*	8	2.668009744	-1.425466496	-8.059404216	0.001326774	0.049535451	405337	405344	8	Hypomethylated	-45	0.999993625	0.977887276	0.998586172	0.954986618	0.582088858	0.48595184	0.482025837	0.610980497	0.551602954	0.670814072	0.681347741
ENSG00000169154	GOT1L1	glutamic-oxaloacetic transaminase 1 like 1	chr8	37933226	37933333	108	*	5	1.572398449	-1.209918963	-8.001780469	0.001347186	0.049535451	570111	570115	5	Hypomethylated	-39	0.974666429	0.96445974	0.987547024	0.966462552	0.470484308	0.7620179	0.803053195	0.713725112	0.771295301	0.69075328	0.742585259
